NUK_K

 ======== test get_l2 ========= 

2026-02-10 16:16:13,605; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/NUK_K.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:20:04,196; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:20:04,196; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
/home/bav/pypromice/src/pypromice/pipeline/L2toL3.py:638: RuntimeWarning: Mean of empty slice
  if ~np.isnan(np.nanmean(hs2.iloc[(ind_end[i]-24*7):(ind_end[i]+24*30)])):
2026-02-10 16:20:04,199; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,199; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,200; DEBUG; pypromice.pipeline.L2toL3; 2025: Ablation from 2025-06-22 02:00:00 to 2025-08-30 21:00:00
2026-02-10 16:20:04,205; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,205; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,207; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,207; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,208; DEBUG; pypromice.pipeline.L2toL3; 2026: Ablation from 2025-12-31 00:00:00 to 2025-12-31 00:00:00
2026-02-10 16:20:04,258; INFO; pypromice.pipeline.L2toL3; surface height combination finished
2026-02-10 16:20:04,325; INFO; pypromice.pipeline.L2toL3; Calculating thermistor depth
2026-02-10 16:20:04,382; INFO; pypromice.pipeline.L2toL3; interpolating 10 m firn/ice temperature (on hourly values)
2026-02-10 16:20:09,193; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:20:09,890; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:20:10,082; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:20:14,965; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/NUK_K/NUK_K_hour.csv
2026-02-10 16:20:14,965; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/NUK_K/NUK_K_hour.nc
2026-02-10 16:20:14,979; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:20:15,310; INFO; pypromice.io.write; Resampling to 1D
2026-02-10 16:20:15,482; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:20:16,051; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/NUK_K/NUK_K_day.csv
2026-02-10 16:20:16,051; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/NUK_K/NUK_K_day.nc
2026-02-10 16:20:16,064; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:20:16,386; INFO; pypromice.io.write; Resampling to MS
2026-02-10 16:20:16,553; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:20:16,928; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/NUK_K/NUK_K_month.csv
2026-02-10 16:20:16,928; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/NUK_K/NUK_K_month.nc
